,0,1,2
2667,оперативных,3649.0,1.0
2668,ноэл,3649.0,1.0
2669,португалия,3656.0,1.0
2670,наук,3662.0,1.0
2671,степень,3662.0,1.0
2672,теологических,3662.0,1.0
2673,хондзинский,3662.0,1.0
2674,учёную,3662.0,1.0
2675,синтезе,3662.0,1.0
2676,святителя,3662.0,1.0
2677,филарета,3662.0,1.0
2678,богословия,3662.0,1.0
2679,митрополита,3662.0,1.0
2680,защитив,3662.0,1.0
2681,решает,3664.0,1.0
2682,диалогов,3681.0,1.0
2683,творилось,3681.0,1.0
2684,запросит,3681.0,1.0
2685,видеоблогера,3681.0,1.0
2686,мечтают,3686.0,1.0
2687,выясняют,3687.0,1.0
2688,коммунальный,3687.0,1.0
2689,зная,3688.0,1.0
2690,процветает,3688.0,1.0
2691,основана,3688.0,1.0
2692,безвозвратном,3688.0,1.0
2693,записывает,3688.0,1.0
2694,игравшая,3688.0,1.0
2695,нынче,3688.0,1.0
2696,зеленограде,3688.0,1.0
2697,далеком,3688.0,1.0
2698,есенина,3688.0,1.0
2699,ценителей,3688.0,1.0
2700,кадрами,3691.0,1.0
2701,анонимная,3691.0,1.0
2702,математик,3691.0,1.0
2703,следствие,3691.0,1.0
2704,взбодрить,3691.0,1.0
2705,выводы,3691.0,1.0
2706,мусорское,3691.0,1.0
2707,богатов,3691.0,1.0
2708,канье,3691.0,1.0
2709,сисадминов,3691.0,1.0
2710,непричастен,3691.0,1.0
2711,репера,3691.0,1.0
2712,создал,3691.0,1.0
2713,записали,3696.0,1.0
2714,камни,3696.0,1.0
2715,подводные,3696.0,1.0
2716,ручья,3696.0,1.0
2717,рыбой,3696.0,1.0
2718,бывают,3696.0,1.0
2719,сбербанк,3697.0,3.0
2720,металлоискателями,3710.0,1.0
2721,рамками,3710.0,1.0
2722,режимом,3710.0,1.0
2723,забором,3710.0,1.0
2724,забаррикадирована,3710.0,1.0
2725,окружён,3710.0,1.0
2726,засидевшимся,3710.0,1.0
2727,приёмная,3710.0,1.0
2728,бесхозных,3717.0,1.0
2729,маяковская,3717.0,1.0
2730,обнаруженных,3717.0,1.0
2731,лдпр,3718.0,2.0
2732,стоявшую,3723.0,2.0
2733,комментариев,3742.0,2.0
2734,масштабам,3758.0,1.0
2735,приличная,3758.0,1.0
2736,пропустите,3758.0,1.0
2737,отрабатывают,3766.0,1.0
2738,корпуса,3766.0,1.0
2739,стоявшему,3766.0,1.0
2740,киргизской,3766.0,1.0
2741,акрамжановича,3766.0,1.0
2742,уроженцем,3766.0,1.0
2743,коллегами,3766.0,1.0
2744,максима,3766.0,1.0
2745,верхняя,3766.0,1.0
2746,уцелела,3766.0,1.0
2747,снимкам,3766.0,1.0
2748,паспорта,3766.0,1.0
2749,казахстанскими,3766.0,1.0
2750,взрывароссийские,3766.0,1.0
2751,академического,3774.0,2.0
2752,кампийо,3776.0,1.0
2753,канны,3776.0,1.0
2754,спиде,3776.0,1.0
2755,пальмовую,3776.0,1.0
2756,приз,3776.0,1.0
2757,квадрат,3776.0,1.0
2758,каннского,3776.0,1.0
2759,симпатий,3776.0,1.0
2760,картин,3776.0,1.0
2761,тизеры,3776.0,1.0
2762,ветвь,3776.0,1.0
2763,драма,3776.0,1.0
2764,рубена,3776.0,1.0
2765,робена,3776.0,1.0
2766,гран,3776.0,1.0
2767,кинофестиваляглавную,3776.0,1.0
2768,звягинцева,3776.0,1.0
2769,золотую,3776.0,1.0
2770,кинофестиваль,3776.0,1.0
2771,эстлунда,3776.0,1.0
2772,шведского,3776.0,1.0
2773,нежелательной,3789.0,2.0
2774,сторож,3791.0,1.0
2775,лицей,3791.0,1.0
2776,фонарик,3791.0,1.0
2777,утреннего,3791.0,1.0
2778,оторвало,3791.0,1.0
2779,живота,3791.0,1.0
2780,пальцы,3791.0,1.0
2781,ранение,3791.0,1.0
2782,приостановлены,3791.0,1.0
2783,гектар,3797.0,1.0
2784,дезинформацией,3797.0,1.0
2785,агент,3797.0,1.0
2786,приморского,3797.0,1.0
2787,ахинеей,3797.0,1.0
2788,сигал,3797.0,1.0
2789,боролись,3798.0,1.0
2790,жилой,3798.0,1.0
2791,загорелся,3798.0,1.0
2792,этажный,3798.0,1.0
2793,огнем,3798.0,1.0
2794,арестованных,3802.0,2.0
2795,похолодание,3808.0,1.0
2796,самолетов,3808.0,1.0
2797,разгонять,3808.0,1.0
2798,температура,3808.0,1.0
2799,поделились,3808.0,1.0
2800,облака,3808.0,1.0
2801,полудню,3808.0,1.0
2802,соловьева,3812.0,1.0
2803,готовящего,3814.0,1.0
2804,влюбляющий,3814.0,1.0
2805,волшебный,3814.0,1.0
2806,попсовые,3814.0,1.0
2807,куплета,3814.0,1.0
2808,альбомтрадиционный,3814.0,1.0
2809,йоркского,3814.0,1.0
2810,травматическая,3817.0,1.0
2811,кисти,3817.0,1.0
2812,чернышевского,3817.0,1.0
2813,ампутация,3817.0,1.0
2814,славного,3820.0,1.0
2815,гостиный,3821.0,1.0
2816,черная,3821.0,1.0
2817,двор,3821.0,1.0
2818,электросила,3821.0,1.0
2819,лежат,3821.0,1.0
2820,фрунзенская,3821.0,1.0
2821,казался,3822.0,1.0
2822,пробыли,3823.0,1.0
2823,романенко,3823.0,1.0
2824,сердечная,3823.0,1.0
2825,орбитальной,3823.0,1.0
2826,гречко,3823.0,1.0
2827,начнется,3828.0,2.0
2828,лучшую,3832.0,2.0
2829,всехдержи,3835.0,1.0
2830,важно,3835.0,1.0
2831,легкое,3835.0,1.0
2832,облако,3835.0,1.0
2833,охватывает,3835.0,1.0
2834,нежное,3835.0,1.0
2835,слушаешь,3835.0,1.0
2836,мечтательности,3835.0,1.0
2837,сисадмина,3837.0,1.0
2838,небритость,3837.0,1.0
2839,душевной,3837.0,1.0
2840,тонкой,3837.0,1.0
2841,пучок,3837.0,1.0
2842,признаками,3837.0,1.0
2843,бошке,3837.0,1.0
2844,закупили,3839.0,1.0
2845,готовили,3839.0,1.0
2846,столичном,3839.0,1.0
2847,разбушевавшаяся,3840.0,1.0
2848,унесла,3840.0,1.0
2849,краткая,3842.0,1.0
2850,провалить,3842.0,1.0
2851,зевки,3842.0,1.0
2852,обожает,3842.0,1.0
2853,бараках,3844.0,1.0
2854,арктику,3854.0,1.0
2855,изысканная,3858.0,1.0
2856,лирики,3858.0,1.0
2857,лирических,3858.0,1.0
2858,использовались,3858.0,1.0
2859,старинного,3858.0,1.0
2860,иронии,3858.0,1.0
2861,слога,3858.0,1.0
2862,огромные,3858.0,1.0
2863,служебном,3858.0,1.0
2864,успев,3858.0,1.0
2865,поэтов,3858.0,1.0
2866,поэтессе,3858.0,1.0
2867,лексика,3858.0,1.0
2868,ахмадулина,3858.0,1.0
2869,метафоричность,3858.0,1.0
2870,ахатовна,3858.0,1.0
2871,белла,3858.0,1.0
2872,паром,3858.0,1.0
2873,стилизация,3858.0,1.0
2874,снималась,3858.0,1.0
2875,белле,3858.0,1.0
2876,лёгким,3858.0,1.0
2877,возвышенная,3858.0,1.0
2878,переводчице,3858.0,1.0
2879,стихи,3858.0,1.0
2880,сохраняй,3866.0,1.0
2881,спаси,3866.0,1.0
2882,погибшем,3869.0,2.0
2883,матами,3886.0,1.0
2884,философия,3886.0,1.0
2885,косплей,3886.0,1.0
2886,рейвен,3886.0,1.0
2887,вперемешку,3886.0,1.0
2888,убеждения,3895.0,1.0
2889,актуальная,3895.0,1.0
2890,федерального,3898.0,2.0
2891,ответственную,3899.0,1.0
2892,инцидент,3899.0,3.0
2893,обжорство,3899.0,1.0
2894,непростой,3903.0,1.0
2895,предупреждаем,3903.0,1.0
2896,помогут,3903.0,1.0
2897,сколково,3903.0,1.0
2898,магистратуру,3903.0,1.0
2899,певица,3906.0,1.0
2900,коалиция,3912.0,3.0
2901,призывников,3915.0,2.0
2902,постепенно,3915.0,2.0
2903,ампутировать,3917.0,1.0
2904,ампутировали,3917.0,1.0
2905,госпитализации,3917.0,1.0
2906,больничного,3917.0,1.0
2907,оказали,3917.0,1.0
2908,дотянув,3917.0,1.0
2909,летнему,3917.0,1.0
2910,обращались,3917.0,1.0
2911,гноиться,3917.0,1.0
2912,неоднократно,3917.0,1.0
2913,вебкамеры,3918.0,2.0
2914,оппозицию,3932.0,1.0
2915,зала,3933.0,1.0
2916,большого,3933.0,2.0
2917,воксхолл,3941.0,2.0
2918,чернобыле,3943.0,1.0
2919,газет,3943.0,1.0
2920,заброшенные,3943.0,1.0
2921,зверей,3943.0,1.0
2922,доктором,3945.0,1.0
2923,порнографией,3945.0,1.0
2924,перестал,3945.0,1.0
2925,лечит,3945.0,1.0
2926,феерический,3945.0,1.0
2927,могилыча,3945.0,1.0
2928,гомосексуальности,3945.0,1.0
2929,прохладные,3945.0,1.0
2930,новгород,3945.0,1.0
2931,кавказа,3945.0,1.0
2932,гомосексуализм,3945.0,1.0
2933,нижний,3945.0,1.0
2934,берётся,3945.0,1.0
2935,сеанс,3945.0,1.0
2936,серьезно,3949.0,1.0
2937,строителей,3958.0,1.0
2938,махинациях,3958.0,1.0
2939,заставляли,3958.0,1.0
2940,песок,3958.0,1.0
2941,образоваться,3958.0,1.0
2942,щебень,3958.0,1.0
2943,дешевый,3958.0,1.0
2944,стройкой,3958.0,1.0
2945,косплеит,3962.0,1.0
2946,илья,3962.0,1.0
2947,блогер,3962.0,1.0
2948,декламирование,3964.0,1.0
2949,извращенцами,3965.0,1.0
2950,обработке,3965.0,1.0
2951,симфонической,3965.0,1.0
2952,маленькие,3965.0,1.0
2953,хиты,3965.0,1.0
2954,вырастут,3965.0,1.0
2955,играющей,3965.0,1.0
2956,наслушаются,3965.0,1.0
2957,британского,3966.0,2.0
2958,ключи,3973.0,1.0
2959,звезда,3973.0,1.0
2960,вычислить,3973.0,1.0
2961,футболке,3973.0,1.0
2962,входных,3973.0,1.0
2963,пылесос,3973.0,1.0
2964,взлома,3973.0,1.0
2965,тюнер,3973.0,1.0
2966,украв,3973.0,1.0
2967,стиральную,3973.0,1.0
2968,телевизионный,3973.0,1.0
2969,прощаем,3977.0,1.0
2970,незаконно,3977.0,1.0
2971,стенд,3977.0,1.0
2972,демонтировать,3977.0,1.0
2973,повесил,3977.0,1.0
2974,молитвенно,3977.0,1.0
2975,распечатал,3977.0,1.0
2976,напасти,3977.0,1.0
2977,велели,3977.0,1.0
2978,творящих,3977.0,1.0
2979,обидчика,3977.0,1.0
2980,ненавидящих,3977.0,1.0
2981,христовой,3977.0,1.0
2982,пасхи,3977.0,1.0
2983,информационный,3977.0,1.0
2984,ирада,3979.0,2.0
2985,своеобразной,3981.0,1.0
2986,внёсший,3981.0,1.0
2987,харизмой,3981.0,1.0
2988,различными,3981.0,1.0
2989,наделена,3981.0,1.0
2990,изюминкой,3981.0,1.0
2991,энергична,3981.0,1.0
2992,удивительной,3981.0,1.0
2993,мария,3993.0,1.0
2994,захарова,3993.0,1.0
2995,чертовски,3995.0,1.0
2996,пикс,3995.0,1.0
2997,твин,3995.0,1.0
2998,пирога,3995.0,1.0
2999,кусочком,3995.0,1.0
3000,кружечку,3995.0,1.0
3001,вишнёвого,3995.0,1.0
3002,жадные,4004.0,1.0
3003,общую,4004.0,1.0
3004,почитав,4004.0,1.0
3005,крупного,4004.0,1.0
3006,предвзятые,4004.0,1.0
3007,ничем,4004.0,1.0
3008,нечистые,4004.0,1.0
3009,мучкапский,4004.0,1.0
3010,безнаказанная,4004.0,1.0
3011,руку,4004.0,1.0
3012,отъехать,4004.0,1.0
3013,добыче,4009.0,1.0
3014,нефти,4009.0,1.0
3015,каждой,4009.0,1.0
3016,связям,4009.0,1.0
3017,показано,4009.0,1.0
3018,установлен,4010.0,1.0
3019,числу,4010.0,1.0
3020,автотранспорта,4013.0,1.0
3021,эпохи,4013.0,1.0
3022,подрядчик,4013.0,1.0
3023,видеобращение,4013.0,1.0
3024,празднует,4013.0,1.0
3025,взялся,4013.0,1.0
3026,перекрыта,4013.0,1.0
3027,нарезка,4014.0,1.0
3028,гуантанамо,4014.0,1.0
3029,ложной,4014.0,1.0
3030,используется,4014.0,1.0
3031,дагестанских,4014.0,2.0
3032,тувы,4015.0,2.0
3033,характер,4016.0,1.0
3034,призвана,4016.0,1.0
3035,огорчает,4016.0,1.0
3036,открылись,4017.0,1.0
3037,звёздного,4017.0,1.0
3038,обратились,4017.0,2.0
3039,причастен,4018.0,1.0
3040,обыскам,4018.0,1.0
3041,буерак,4026.0,2.0
3042,вызова,4027.0,1.0
3043,экстремистами,4036.0,1.0
3044,уборщицы,4045.0,1.0
3045,трудягам,4045.0,1.0
3046,живётся,4045.0,1.0
3047,четверг,4054.0,1.0
3048,препараты,4054.0,1.0
3049,уколы,4054.0,1.0
3050,многочисленные,4054.0,1.0
3051,актуальный,4057.0,1.0
3052,оборонные,4057.0,1.0
3053,размышлять,4061.0,1.0
3054,точный,4061.0,1.0
3055,казармы,4061.0,1.0
3056,пытливый,4061.0,1.0
3057,довести,4061.0,1.0
3058,захватить,4061.0,1.0
3059,курсант,4061.0,1.0
3060,любопытствующий,4061.0,1.0
3061,плачь,4064.0,1.0
3062,дурной,4064.0,1.0
3063,прослушиваем,4064.0,1.0
3064,создан,4064.0,1.0
3065,маленьком,4064.0,1.0
3066,бусинки,4064.0,1.0
3067,явить,4064.0,1.0
3068,незаслуженно,4064.0,1.0
3069,характеристике,4064.0,1.0
3070,словно,4064.0,1.0
3071,знакомое,4064.0,1.0
3072,внезапные,4064.0,1.0
3073,кармане,4064.0,1.0
3074,озвучила,4064.0,1.0
3075,дайте,4064.0,1.0
3076,шприца,4064.0,1.0
3077,целые,4064.0,1.0
3078,яркие,4064.0,1.0
3079,сочные,4064.0,1.0
3080,контракта,4069.0,1.0
3081,заключённого,4069.0,1.0
3082,возросла,4069.0,1.0
3083,стройка,4069.0,1.0
3084,карточки,4069.0,2.0
3085,достроить,4069.0,1.0
3086,полоса,4069.0,1.0
3087,первоначальная,4069.0,1.0
3088,шереметьево,4069.0,1.0
3089,инвестора,4069.0,1.0
3090,взлётная,4069.0,1.0
3091,прапорщика,4072.0,1.0
3092,дуровым,4072.0,1.0
3093,удалении,4072.0,1.0
3094,отчитались,4072.0,1.0
3095,приложили,4072.0,1.0
3096,задова,4072.0,1.0
3097,изображения,4072.0,1.0
3098,британцев,4074.0,1.0
3099,ханны,4074.0,1.0
3100,гармоничная,4074.0,1.0
3101,взвешенность,4074.0,1.0
3102,магический,4074.0,1.0
3103,издать,4078.0,1.0
3104,решеткой,4078.0,1.0
3105,маркелов,4078.0,1.0
3106,ужасные,4078.0,1.0
3107,буднях,4078.0,1.0
3108,обвиняемый,4078.0,1.0
3109,гены,4080.0,1.0
3110,работающие,4080.0,1.0
3111,биологи,4080.0,1.0
3112,генотип,4080.0,1.0
3113,дочерью,4087.0,1.0
3114,годуи,4087.0,2.0
3115,арестованной,4087.0,1.0
3116,коллеге,4088.0,1.0
3117,башаром,4088.0,1.0
3118,асадом,4088.0,1.0
3119,оскорбительного,4088.0,1.0
3120,дипломат,4088.0,1.0
3121,сафронков,4088.0,1.0
3122,видит,4088.0,1.0
3123,британскому,4088.0,1.0
3124,совбезе,4088.0,1.0
3125,кричал,4088.0,1.0
3126,инвалида,4089.0,2.0
3127,денис,4102.0,1.0
3128,григорьевна,4102.0,1.0
3129,сергеевна,4102.0,1.0
3130,арышев,4102.0,1.0
3131,тихирович,4102.0,1.0
3132,павлович,4102.0,1.0
3133,максим,4102.0,1.0
3134,ксения,4102.0,1.0
3135,даниленко,4102.0,1.0
3136,петров,4102.0,1.0
3137,ирина,4102.0,1.0
3138,налимов,4102.0,1.0
3139,оксана,4102.0,1.0
3140,самандаровна,4102.0,1.0
3141,геннадьевна,4102.0,1.0
3142,сагадеев,4102.0,1.0
3143,свистунова,4102.0,1.0
3144,алиева,4102.0,1.0
3145,малюкова,4102.0,1.0
3146,витальевич,4102.0,1.0
3147,кузьминична,4102.0,1.0
3148,щекина,4102.0,1.0
3149,медянцева,4102.0,1.0
3150,дильбара,4102.0,1.0
3151,мансур,4102.0,1.0
3152,японским,4110.0,1.0
3153,сразится,4110.0,1.0
3154,человекоподобного,4110.0,1.0
3155,боевого,4110.0,1.0
3156,гражданской,4112.0,1.0
3157,объяснения,4112.0,1.0
3158,свидетельств,4112.0,1.0
3159,росавиацию,4112.0,1.0
3160,трактовкой,4112.0,1.0
3161,соответствии,4112.0,1.0
3162,пилотских,4112.0,1.0
3163,выгодной,4112.0,1.0
3164,полученные,4112.0,1.0
3165,аннулировала,4112.0,1.0
3166,авиационных,4112.0,1.0
3167,первомаем,4123.0,1.0
3168,демонстрации,4123.0,1.0
3169,первомайской,4123.0,1.0
3170,прихожан,4124.0,1.0
3171,сэлфи,4124.0,1.0
3172,теряется,4124.0,1.0
3173,богослужения,4124.0,1.0
3174,отдавать,4126.0,1.0
3175,качества,4126.0,1.0
3176,модераторов,4128.0,1.0
3177,просматривать,4128.0,1.0
3178,отследить,4128.0,1.0
3179,наймёт,4128.0,1.0
3180,венесуэльская,4132.0,1.0
3181,наступать,4132.0,1.0
3182,яйца,4132.0,1.0
3183,разъярённая,4132.0,1.0
3184,крутых,4137.0,1.0
3185,преградами,4138.0,1.0
3186,камнях,4138.0,1.0
3187,разберитесь,4138.0,1.0
3188,лечитесь,4139.0,1.0
3189,медицине,4139.0,1.0
3190,вернут,4139.0,1.0
3191,бесплатной,4139.0,1.0
3192,большую,4139.0,1.0
3193,доверяете,4139.0,1.0
3194,гендиректор,4141.0,1.0
3195,крыша,4141.0,1.0
3196,газоном,4141.0,1.0
3197,выдвижная,4141.0,1.0
3198,инженерные,4141.0,1.0
3199,неработающие,4141.0,1.0
3200,леди,4144.0,1.0
3201,джазовой,4144.0,1.0
3202,сборников,4144.0,1.0
3203,элла,4144.0,1.0
3204,фицджеральд,4144.0,1.0
3205,эллы,4144.0,1.0
3206,обладательница,4144.0,1.0
3207,импровизации,4144.0,1.0
3208,вышло,4147.0,1.0
3209,платными,4147.0,1.0
3210,брать,4147.0,1.0
3211,навигатор,4147.0,1.0
3212,типов,4147.0,1.0
3213,веков,4148.0,1.0
3214,испокон,4148.0,1.0
3215,женятся,4148.0,1.0
3216,аминь,4151.0,1.0
3217,круга,4153.0,1.0
3218,полосы,4153.0,1.0
3219,концепты,4153.0,1.0
3220,будущее,4153.0,1.0
3221,взлётной,4153.0,1.0
3222,выполненной,4153.0,1.0
3223,секторе,4154.0,1.0
3224,занята,4154.0,1.0
3225,мемистра,4154.0,1.0
3226,неформальном,4154.0,1.0
3227,нырнуть,4154.0,1.0
3228,покоя,4154.0,1.0
3229,дает,4154.0,1.0
3230,земфира,4160.0,1.0
3231,максималке,4165.0,1.0
3232,возмездие,4169.0,2.0
3233,гаджетами,4176.0,1.0
3234,заплатит,4176.0,1.0
3235,доброфест,4178.0,2.0
3236,красивые,4179.0,1.0
3237,репетиции,4179.0,1.0
3238,поступало,4184.0,3.0
3239,окружил,4185.0,2.0
3240,воспользоваться,4190.0,1.0
3241,координационный,4190.0,1.0
3242,телеграм,4190.0,1.0
3243,красная,4190.0,1.0
3244,символики,4192.0,1.0
3245,прогулки,4192.0,1.0
3246,извините,4198.0,2.0
3247,астахов,4200.0,1.0
3248,китов,4200.0,1.0
3249,синих,4200.0,1.0
3250,детектив,4200.0,1.0
3251,самолет,4201.0,3.0
3252,готовится,4201.0,1.0
3253,мамы,4202.0,1.0
3254,действует,4202.0,1.0
3255,мерзкие,4202.0,1.0
3256,отцовство,4202.0,1.0
3257,единовременной,4202.0,1.0
3258,внебрачные,4202.0,1.0
3259,одиночек,4202.0,1.0
3260,привлекательных,4203.0,1.0
3261,зомби,4203.0,1.0
3262,трём,4203.0,3.0
3263,грибка,4203.0,1.0
3264,насекомых,4203.0,1.0
3265,уголь,4204.0,1.0
3266,дерево,4204.0,1.0
3267,обамавуд,4204.0,1.0
3268,мощным,4205.0,1.0
3269,телескопом,4205.0,1.0
3270,полная,4205.0,1.0
3271,уникальном,4205.0,1.0
3272,телескопе,4205.0,1.0
3273,напо,4206.0,1.0
3274,лкою,4206.0,1.0
3275,хохлы,4206.0,1.0
3276,точках,4207.0,2.0
3277,увеличилась,4210.0,2.0
3278,фанка,4223.0,2.0
3279,полезны,4227.0,1.0
3280,кинокритики,4227.0,1.0
3281,раскаяния,4230.0,1.0
3282,общественному,4230.0,1.0
3283,отпустят,4230.0,1.0
3284,исповедовать,4230.0,1.0
3285,обнаженным,4230.0,1.0
3286,секундного,4230.0,1.0
3287,будешь,4230.0,1.0
3288,раскаялся,4230.0,1.0
3289,питании,4230.0,1.0
3290,осуждена,4230.0,1.0
3291,резонансу,4230.0,1.0
3292,неискренним,4230.0,1.0
3293,утешение,4230.0,1.0
3294,издевались,4230.0,1.0
3295,воспитательница,4230.0,1.0
3296,мьянме,4230.0,3.0
3297,воспитатели,4230.0,1.0
3298,неблагодарная,4231.0,1.0
3299,барски,4231.0,1.0
3300,челядь,4231.0,1.0
3301,скандировать,4238.0,1.0
3302,гаагу,4238.0,1.0
3303,мяса,4238.0,1.0
3304,атмосфера,4238.0,1.0
3305,наверное,4238.0,1.0
3306,лозунг,4238.0,1.0
3307,феминистки,4238.0,1.0
3308,скандировали,4238.0,1.0
3309,веганы,4238.0,1.0
3310,лезть,4238.0,1.0
3311,волхвы,4238.0,1.0
3312,позор,4238.0,1.0
3313,первомайских,4238.0,1.0
3314,маркуса,4244.0,1.0
3315,создателя,4244.0,1.0
3316,уникальное,4244.0,1.0
3317,фюредера,4244.0,1.0
3318,псевдоним,4244.0,1.0
3319,соединение,4244.0,1.0
3320,замечательная,4244.0,1.0
3321,духовых,4244.0,1.0
3322,незабываемой,4244.0,1.0
3323,счастлива,4257.0,1.0
3324,свободное,4257.0,1.0
3325,египте,4257.0,2.0
3326,ухожу,4257.0,1.0
3327,увольняться,4257.0,1.0
3328,ираду,4257.0,1.0
3329,эротические,4257.0,1.0
3330,заменят,4257.0,1.0
3331,национально,4259.0,1.0
3332,освободительное,4259.0,1.0
3333,абсолютно,4259.0,2.0
3334,нормально,4263.0,1.0
3335,прогнавший,4263.0,1.0
3336,кадра,4263.0,1.0
3337,высосана,4263.0,1.0
3338,бросивший,4263.0,1.0
3339,волонтёра,4263.0,1.0
3340,пмэф,4267.0,1.0
3341,пленарном,4267.0,1.0
3342,ангел,4273.0,1.0
3343,выплатит,4275.0,3.0
3344,отмечала,4286.0,1.0
3345,полиграфович,4293.0,1.0
3346,остановили,4294.0,2.0
3347,авторов,4298.0,1.0
3348,пиццы,4298.0,1.0
3349,панопулос,4298.0,1.0
3350,плохую,4298.0,1.0
3351,уточнил,4301.0,1.0
3352,кинопрокатчики,4301.0,1.0
3353,кинотеатрах,4301.0,1.0
3354,положение,4301.0,1.0
3355,платной,4313.0,1.0
3356,введения,4313.0,1.0
3357,неповиновение,4319.0,2.0
3358,задержал,4323.0,3.0
3359,подниматься,4326.0,1.0
3360,слоем,4326.0,1.0
3361,расположенного,4326.0,1.0
3362,медного,4326.0,1.0
3363,румынская,4326.0,1.0
3364,рудника,4326.0,1.0
3365,деревенька,4326.0,1.0
3366,скрытая,4326.0,1.0
3367,пионеров,4328.0,1.0
3368,транс,4328.0,1.0
3369,неравнодушен,4328.0,1.0
3370,рыба,4328.0,1.0
3371,многим,4328.0,1.0
3372,танцполы,4328.0,1.0
3373,ремикс,4328.0,1.0
3374,окенфолд,4328.0,1.0
3375,матрица,4328.0,1.0
3376,перемен,4328.0,1.0
3377,работами,4328.0,1.0
3378,нередко,4328.0,1.0
3379,умри,4328.0,1.0
3380,диджей,4328.0,1.0
3381,пометкой,4332.0,1.0
3382,сена,4332.0,1.0
3383,хвалебный,4332.0,1.0
3384,анимации,4334.0,2.0
3385,гранату,4338.0,2.0
3386,религиозного,4341.0,1.0
3387,совмещение,4341.0,1.0
3388,прокат,4341.0,1.0
3389,вульгарно,4341.0,1.0
3390,высокоценного,4341.0,1.0
3391,браво,4341.0,2.0
3392,христиан,4341.0,1.0
3393,генпрокуратуру,4341.0,1.0
3394,выпускать,4341.0,1.0
3395,вышедший,4341.0,1.0
3396,задержанные,4341.0,2.0
3397,сексуальным,4341.0,1.0
3398,шкафам,4343.0,1.0
3399,включилась,4343.0,1.0
3400,ближайшую,4343.0,1.0
3401,вскарабкаться,4343.0,1.0
3402,верёвке,4343.0,1.0
3403,дверь,4343.0,1.0
3404,слез,4343.0,1.0
3405,ломиться,4343.0,1.0
3406,неудачной,4343.0,1.0
3407,попытки,4343.0,1.0
3408,потерпев,4343.0,1.0
3409,смышлёного,4343.0,1.0
3410,сигнализация,4343.0,1.0
3411,бомбоубежищ,4349.0,1.0
3412,лакшери,4349.0,1.0
3413,прочие,4351.0,1.0
3414,баки,4351.0,1.0
3415,пафосом,4351.0,1.0
3416,мусорные,4351.0,1.0
3417,открывают,4351.0,1.0
3418,малые,4351.0,1.0
3419,снизились,4354.0,2.0
3420,сломал,4365.0,1.0
3421,подбил,4365.0,1.0
3422,фельдшер,4365.0,1.0
3423,ребра,4365.0,1.0
3424,глаз,4365.0,1.0
3425,нижегородца,4365.0,1.0
3426,вызванной,4365.0,1.0
3427,критическим,4366.0,1.0
3428,несчастливые,4366.0,1.0
3429,шкале,4366.0,1.0
3430,счастливые,4366.0,1.0
3431,эпидемия,4366.0,1.0
3432,счастье,4366.0,1.0
3433,бесплодие,4367.0,1.0
3434,госпожа,4367.0,1.0
3435,порнозависимостью,4367.0,1.0
3436,немножко,4367.0,1.0
3437,развивается,4367.0,1.0
3438,согласовали,4376.0,2.0
3439,исходы,4377.0,1.0
3440,лягушки,4377.0,1.0
3441,слонихи,4377.0,1.0
3442,предсказателя,4377.0,1.0
3443,добрую,4377.0,1.0
3444,угадывали,4377.0,1.0
3445,фионы,4377.0,1.0
3446,нелли,4377.0,1.0
3447,ахилл,4377.0,1.0
3448,пауля,4377.0,1.0
3449,глухим,4377.0,1.0
3450,мимишных,4377.0,1.0
3451,кубке,4377.0,1.0
3452,осьминога,4377.0,1.0
3453,информировать,4378.0,1.0
3454,прикрываем,4378.0,1.0
3455,деградирует,4379.0,1.0
3456,подросткам,4379.0,1.0
3457,перемышля,4379.0,1.0
3458,спивается,4379.0,1.0
3459,редкая,4383.0,1.0
3460,винтажная,4383.0,1.0
3461,икеи,4383.0,1.0
3462,настоящему,4385.0,1.0
3463,насущных,4385.0,1.0
3464,гетто,4385.0,1.0
3465,хакамаду,4385.0,1.0
3466,количества,4385.0,1.0
3467,огнестрельных,4385.0,1.0
3468,полагается,4385.0,1.0
3469,огромного,4385.0,1.0
3470,гэнгста,4385.0,1.0
3471,шакур,4385.0,1.0
3472,оглашение,4385.0,1.0
3473,слышим,4385.0,1.0
3474,наехал,4385.0,2.0
3475,тупак,4385.0,1.0
3476,использующих,4387.0,1.0
3477,кода,4387.0,1.0
3478,калининградской,4392.0,2.0
3479,раскритиковал,4394.0,1.0
3480,реагировали,4394.0,1.0
3481,эффекте,4402.0,1.0
3482,беду,4402.0,1.0
3483,ответа,4403.0,2.0
3484,изъял,4415.0,1.0
3485,жвачек,4415.0,1.0
3486,партию,4415.0,1.0
3487,предлагалось,4422.0,1.0
3488,ресурс,4422.0,1.0
3489,закрыть,4422.0,1.0
3490,говорухина,4422.0,1.0
3491,доказать,4422.0,1.0
3492,позволяющую,4422.0,1.0
3493,минкомсвязи,4422.0,1.0
3494,распространённых,4424.0,1.0
3495,расширение,4425.0,1.0
3496,обнулится,4425.0,1.0
3497,нынешний,4425.0,1.0
3498,законодательстве,4425.0,1.0
3499,радикальное,4425.0,1.0
3500,поста,4426.0,2.0
3501,кремля,4431.0,1.0
3502,позиция,4431.0,1.0
3503,совпадает,4431.0,1.0
3504,собственному,4452.0,1.0
3505,увольнение,4452.0,1.0
3506,красивыми,4452.0,1.0
